"#";"Url"
"1";"https://www.moneycontroller.co.uk/finance-news/consideration-of-a-business-partnership-with-hashport-group-in-the-soulbound-token-domain-1000730"
"2";"https://en.cryptonomist.ch/2022/12/08/snowfall-protocols-snw-staking-pool/"
"3";"https://www.nasdaq.com/articles/after-sam-bankman-frieds-arrest-the-ftx-show-goes-on"
"4";"https://cowboystatedaily.com/2022/12/13/wyomings-cryptofed-comes-out-swinging-in-sec-hearing/"
"5";"https://www.technologytimes.pk/2022/12/14/krave-mart-a-pakistan-based-commerce-startup-raises-6-mln/"
"6";"https://cointelegraph.com/daos-for-beginners/what-is-a-dao"
"7";"https://silvermoneta.com/70712-web3-to-inject-1-1t-in-india-s-gdp-by-2032-following-37x-growth-since-2020-web3"
"8";"https://restofworld.org/2022/uruguay-tech-migrants-argentina/"
"9";"https://helpfirst.in/bans-183-free-solved-assignment/"
"10";"https://www.coinbase.com/price/rari-governance-token"
"11";"https://washingtoncitypaper.com/article/580936/impt-hits-14-million-milestone-get-this-revolutionary-coin-now-before-the-presale-ends/"
"12";"https://www.livecoinwatch.com/price/Decred-DCR"
"13";"https://sharjahef.com/"
"14";"https://apeironnft.com/"
"15";"https://insidebitcoins.com/buy-cryptocurrency/best-gaming-crypto-coins"
"16";"https://www.analyticsinsight.net/7-reasons-whales-are-eyeing-up-these-6-coins-set-to-explode-by-50x-in-2023-2/"
"17";"https://iasbaba.com/2022/12/daily-current-affairs-ias-upsc-prelims-and-mains-exam-9th-december-2022/"
"18";"https://cryptonews.com/news/next-cryptocurrency-to-explode.htm"
"19";"https://books.google.de/books?id=MJUe1VUl2CwC&pg=PA39&lpg=PA39&dq=%22autonomous+organization%22+AND+sustainable&source=bl&ots=3Zyc32bjbF&sig=ACfU3U3iclji85o-bHtjTgon1sh57MCH6g&hl=en&sa=X&ved=2ahUKEwi-p4bW1vv7AhWqSvEDHZMWDgM4yAEQ6AF6BAhuEAM"
"20";"https://books.google.de/books?id=FT0eXZAKbJQC&pg=PA197&lpg=PA197&dq=%22autonomous+organization%22+AND+sustainable&source=bl&ots=UheyNy0Y6B&sig=ACfU3U3ojczszqMoJV1uk0XQ_pbvXYGSpw&hl=en&sa=X&ved=2ahUKEwi-p4bW1vv7AhWqSvEDHZMWDgM4yAEQ6AF6BAh0EAM"
"21";"https://books.google.de/books?id=vIR1DwAAQBAJ&pg=PA229&lpg=PA229&dq=%22autonomous+organization%22+AND+sustainable&source=bl&ots=RCFpwkWmIm&sig=ACfU3U3byPBk2qncc-DJf1cOFh21fytGjA&hl=en&sa=X&ved=2ahUKEwi-p4bW1vv7AhWqSvEDHZMWDgM4yAEQ6AF6BAhwEAM"
"22";"https://inventingthefuture.ai/2021/11/04/20-creating-the-future-of-food-strategic-platform-building-w-henrik-kristensen-founder-and-ceo-of-blendhub/"
"23";"https://cryptomode.com/rocketize-huobi-token-and-avalanche-are-3-coin-combination-for-diversified-portfolio/"
"24";"https://www.bitcoininsider.org/article/197459/uniswapnft-new-generation-nft-trading"
"25";"https://www.himexam.com/2022/12/iim-sirmaur-joajedriver-other-posts.html"
"26";"http://www.artspy.cn/info/activity_view.aspx?w=1&i=12567"
"27";"https://www.bnamericas.com/en/news/brazil-set-to-see-more-ma-in-2023"
"28";"https://www.cryptoknowmics.com/news/curve-finance-to-release-on-zksyncs-mainnet-next-year"
"29";"https://www.thesouthafrican.com/technology/how-trons-grand-hackathons-are-supporting-the-evolution-of-blockchain-technology-december-2022/"
"30";"https://caridolar.xyz/unfi-customers.html"
"31";"http://officemagazine.net/tom-aikens-newest-edition"
"32";"https://ecosystem.zksync.io/"
"33";"https://www.techtimes.com/articles/284877/20221214/why-leaders-like-hooman-motevalli-are-converting-confusion-to-clarity-in-this-ever-changing-complex-world.htm"
"34";"https://heraldsheets.com/kyotoprotocol-io-unveils-new-dex-platform-kyotoswap-io/"
"35";"https://elephant.money/trunk.html"
"36";"https://kannacoin.io/en/cryptocurrencies/know-what-is-dao-decentralized-autonomous-organization/"
"1";"https://unblock.net/ethical-dao/"
